adult,belongs_to_collection,sequel,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,War,TV_Movie,Horror,Western,Foreign,Comedy,Documentary,Science_Fiction,Mystery,Fantasy,Crime,Action,Adventure,Drama,Thriller,Family,Animation,Romance,History,Music,vote_total
False,,0,40000000.0,"['Crime', 'Drama', 'Mystery']",,13536,tt0269095,en,City By The Sea,A man struggling to come to terms with the sins of his father makes the terrible discovery that his own son has fallen into a life of crime in a drama based on a true story. Vincent LaMarca is a dedicated and well-respected New York City police detective who has gone to great lengths to distance himself from his past.,3.9030160000000005,/rFb1HGXjh3X1iVFXUCIKuFdKykM.jpg,"['Warner Bros. Pictures', 'Epsilon Motion Pictures', 'Franchise Pictures', 'Brad Grey Pictures', 'Sea Breeze Productions Inc.']",['US'],9/6/2002,22433915.0,108,['en'],Released,When you're searching for a killer... the last suspect you want to see is your son.,City By The Sea,False,5.7,92,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,524.4
False,,0,8500000.0,"['Drama', 'Thriller']",http://swimfan.film.ru/,20616,tt0283026,en,Swimfan,"Ben Cronin has it all: the admiration of his many friends, a terrific girlfriend, and he's on the fast-track to an athletic scholarship. Ben's rock-solid, promising future and romance are turned upside-down with the arrival of Madison Bell. Madison, the new girl in town, quickly sets her sights on the impressionable Ben. While their first few meetings are innocent enough, the obsessive and seductive Madison wants more ... much more.",8.421411,/9xpKbbhJct00m0XXjneOo405uqQ.jpg,"['Twentieth Century Fox Film Corporation', 'Greenestreet Films', 'Cobalt Media Group', 'Furthur Films', 'Forrest Films']",['US'],9/6/2002,34411240.0,84,['en'],Released,His biggest fan just became his worst nightmare.,Swimfan,False,5.0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,355.0
False,Barbershop Collection,1,12000000.0,"['Comedy', 'Drama']",,10611,tt0303714,en,Barbershop,"A day in the life of a barbershop on the south side of Chicago. Calvin, who inherited the struggling business from his deceased father, views the shop as nothing but a burden and waste of his time. After selling the shop to a local loan shark, Calvin slowly begins to see his father's vision and legacy and struggles with the notion that he just sold it out.",6.498789,/7WB5ULvA6TLfypq8JlW1xUHCVgj.jpg,['Metro-Goldwyn-Mayer (MGM)'],['US'],4/1/2002,75781642.0,102,['en'],Released,Everyone's gettin' lined up.,Barbershop,False,6.2,139,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,861.8000000000001
False,The Transporter Collection,1,21000000.0,"['Action', 'Crime', 'Thriller']",,4108,tt0293662,en,The Transporter,"Former Special Forces officer, Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.",13.217421,/vD5plFV1ec9CSIsdlPe9icCDRTL.jpg,"['TF1 Films Productions', 'Current Entertainment', 'Canal+', 'EuropaCorp']","['US', 'FR']",10/2/2002,43928932.0,92,"['en', 'fr', 'zh']",Released,Rules are made to be broken.,The Transporter,False,6.6,1724,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,11378.4
False,,0,9000000.0,"['Comedy', 'Drama']",,9685,tt0280760,en,Igby Goes Down,A young man's peculiar upbringing renders him unable to competently cope with the struggle of growing up.,5.536107,/6z3LZflI7ZTdj2iB0KJnnoZMUjY.jpg,['United Artists'],['US'],9/13/2002,4777465.0,97,['en'],Released,Insanity is relative.,Igby Goes Down,False,6.5,95,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,617.5
False,,0,15000000.0,['Drama'],,16370,tt0106315,en,Aspen Extreme,"T.J. and his friend Dexter quit their jobs in Detroit to become ski-instructors in Aspen. While T.J. advances to the most popular instructor of the school during the season, he has to take care for Dexter, who's future is less bright and who's eventually thinking about jobbing as drug courier - bringing their friendship to a test. Meanwhile the rich business woman Brice supports T.J. in his writing ambitions and invites him to live at her home. But in her absence he falls in love with the stunningly beautiful blond radio moderator Robin.",0.796778,/90xVB8BWoIqsAnmySmt4zWRq1mT.jpg,"['Hollywood Pictures', 'Touchwood Pacific Partners 1']",['US'],1/22/1993,8041049.0,113,['en'],Released,Skiing's the easy part.,Aspen Extreme,False,5.3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63.599999999999994
False,,0,15000000.0,['Comedy'],,18913,tt0099128,en,Betsy's Wedding,"Offbeat fashion student Betsy Hopper and her straight-laced investment-banker fiancé, Dylan Walsh, just want an intimate little wedding reception, but Betsy's father, Eddie, a Long Island construction contractor, feels so threatened by Jake's rich WASP parents that he blows the ceremony up into a bank-breaking showpiece, sending his wife, Lola, into a financial panic.",7.772822,/ywIwJw7OVH2UOcqK69obv1DbJZ6.jpg,"['Touchstone Pictures', 'Silver Screen Partners IV', ""Betsy's Wedding"", 'Martin Bregman Productions']",['US'],6/22/1990,19740070.0,94,['en'],Released,The wedding picture doesn't always tell the real story.,Betsy's Wedding,False,5.0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0
False,,0,24000000.0,"['Action', 'Adventure', 'Comedy', 'Family']",,14361,tt0103924,en,Captain Ron,"When mild-mannered Martin Harvey finds out that he has inherited a vintage yacht, he decides to take his family on a Caribbean vacation to retrieve the vessel. Upon arriving on a small island and realizing that the ship is in rough shape, Martin and his family end up with more than they bargained for as the roguish Captain Ron signs on to sail the boat to Miami. It doesn't take long before Ron's anything-goes antics get the Harveys into plenty of trouble.",5.429614,/rvVQmoGJiMSsi3otft411TtNxdO.jpg,"['Touchwood Pacific Partners 1', 'Touchstone Pictures']",['US'],9/18/1992,22518097.0,100,['en'],Released,"Martin just wanted a nice, quiet family vacation. Instead, he got... Captain Ron",Captain Ron,False,5.6,90,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,503.99999999999994
False,The Hills Have Eyes (Original) Collection,1,230000.0,['Horror'],,12262,tt0077681,en,The Hills Have Eyes,"On the way to California, a family has the misfortune to have their car break down in an area closed to the public, and inhabited by violent savages ready to attack.",4.788002,/5vt8y3X9C77r4sTFqH7D5tqAjGL.jpg,['Blood Relations Co.'],['US'],7/22/1977,25000000.0,89,['en'],Released,A nice American family. They didn't want to kill. But they didn't want to die.,The Hills Have Eyes,False,6.1,145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884.5
False,,0,15000000.0,"['Comedy', 'Family']",,41582,tt0110557,en,Monkey Trouble,"Dodger, a criminal monkey, belongs to a crooked street performer but escapes his life of crime only to end up in the arms of Eva, an innocent little girl whose mother has no idea that her daughter is harboring a fugitive.",2.804503,/nVSuk86X8hzu0S1TIiW4EkENv28.jpg,['New Line Cinema'],"['JP', 'US']",3/18/1994,16453258.0,96,['en'],Released,"Eva's new friend has big eyes, hairy feet, and very sticky fingers.",Monkey Trouble,False,5.8,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,237.79999999999998
False,,0,3000000.0,"['Comedy', 'Family', 'Science Fiction']",,34086,tt0100666,en,Spaced Invaders,"A crew of Martians overhears a radio broadcast of Orson Welles' ""War of the Worlds"" coming from Earth, and, thinking the Martian fleet is attacking Earth, they land their broken-down ship in a backwater mid-American town. As luck would have it, they land on Halloween and get mistaken for trick-or-treaters. Comedy ensues as the Martians try to get taken seriously.",2.4282790000000003,/h6VM8pfnthVkvoJyGMcSvfcNhPf.jpg,"['Touchstone Pictures', 'Silver Screen Partners IV']",['US'],4/27/1990,15369573.0,100,['en'],Released,,Spaced Invaders,False,4.8,27,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,129.6
False,,0,15000000.0,"['Action', 'Adventure', 'Comedy', 'Family']",,23470,tt0108258,en,Surf Ninjas,"Two Asian-American ""surfer-dude"" brothers discover they are the long lost princes from a China Sea Island. Part of their inheritance are magically-induced martial arts prowess. Using their new powers they act to overthrow the island's current dictator, a despotic madman.",2.556077,/m0gtqPVs22oDNvXYWMXONtqraTl.jpg,['New Line Cinema'],['US'],9/20/1993,4916135.0,87,['en'],Released,Surf's up! Time to save the world!,Surf Ninjas,False,4.4,31,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,136.4
False,,0,15000000.0,['Drama'],http://lantern-media.com/BronxGangs-Wanderers.htm,233,tt0080117,en,The Wanderers,The streets of the Bronx are owned by 60’s youth gangs where the joy and pain of adolescence is lived. Philip Kaufman tells his take on the novel by Richard Price about the history of the Italian-American gang ‘The Wanderers.’,3.386374,/l76lnVXe34KumtSd28dSHqZ9Uw5.jpg,"['Orion Pictures Corporation', 'Warner Bros. Home Entertainment Group']",['US'],7/13/1979,23000000.0,117,['en'],Released,It was the Wanderer's Against The World...,The Wanderers,False,7.2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,396.0
False,,0,70000000.0,"['Action', 'Adventure', 'Thriller']",,10550,tt0308208,en,Ballistic: Ecks vs. Sever,"Jonathan Ecks, an FBI agent, realizes that he must join with his lifelong enemy, Agent Sever, a rogue DIA agent with whom he is in mortal combat, in order to defeat a common enemy. That enemy has developed a ""micro-device"" that can be injected into victims in order to kill them at will.",9.094558000000001,/eeWX3tCcQFnC3ZZQuFhWV1Ctypj.jpg,"['Epsilon Motion Pictures', 'Franchise Pictures', 'Dante Entertainment', 'Chris Lee Productions', 'SuperMega', 'MHF Erste Academy Film GmbH & Co. Produktions KG']","['DE', 'US']",9/20/2002,19924033.0,91,"['en', 'es']",Released,,Ballistic: Ecks vs. Sever,False,4.3,99,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,425.7
False,,0,35000000.0,"['War', 'Adventure', 'Drama', 'Romance']",,9093,tt0240510,en,The Four Feathers,"The story, set in 1875, follows a British officer (Heath Ledger) who resigns his post when he learns of his regiment's plan to ship out to the Sudan for the conflict with the Mahdi. His friends and fiancée send him four white feathers which symbolize cowardice. To redeem his honor he disguises himself as an Arab and secretly saves the lives of those who branded him a coward.",6.894153,/v6fx9g41BUh3I2342Owx4thr7Gh.jpg,"['Paramount Pictures', 'Miramax Films', 'Marty Katz Productions', 'Jaffilms Inc.', 'Dune Films', 'Belhaven Limited']","['GB', 'US']",9/8/2002,29882645.0,132,['en'],Released,"Freedom. Country. Honor. Passion. To save his best friend, one man must risk everything he loves.",The Four Feathers,False,6.5,164,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1066.0
False,,0,30000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",,9039,tt0280380,en,Trapped,"When their daughter is kidnapped by experienced nappers (Bacon and Love), the Jennings' (Theron and Townsend) turn the tables on this seemingly foolproof plan.",5.781667,/rsQdv6J3SLqlaJofB4yyX1PqP9n.jpg,"['Senator Film Produktion', 'Propaganda Films', 'Colombia Pictures']","['DE', 'US']",9/20/2002,6916869.0,106,['en'],Released,It was the perfect plan until she refused to be the perfect victim!,Trapped,False,5.8,140,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,812.0
False,,0,4000000.0,"['Comedy', 'Drama', 'Romance']",,11013,tt0274812,en,Secretary,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",10.936827000000001,/dZaTYgy6sc6Z8ylaKdXw8yq5sRv.jpg,"['Slough Pond', 'double A Films']",['US'],1/11/2002,9304609.0,104,['en'],Released,Assume the position.,Secretary,False,6.8,378,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2570.4
False,,0,30000000.0,"['Comedy', 'Romance']",,11529,tt0256415,en,Sweet Home Alabama,"New York fashion designer Melanie Carmichael suddenly finds herself engaged to the city's most eligible bachelor. But Melanie's past holds many secrets, including Jake, the redneck husband she married in high school, who refuses to divorce her. Bound and determined to end their contentious relationship once and for all, Melanie sneaks back home to Alabama to confront her past.",8.587129,/suMTT3YgqeUg9vDJB0xZQhcekh7.jpg,['Touchstone Pictures'],['US'],9/26/2002,180622424.0,108,['en'],Released,Sometimes What You're Looking For Is Right Where You Left It.,Sweet Home Alabama,False,6.1,408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2488.7999999999997
False,,0,21000000.0,"['Romance', 'Drama']",,31005,tt0179098,en,Moonlight Mile,"As he copes with the death of his fiancee along with her parents, a young man must figure out what he wants out of life.",14.074906,/paSG3UmjxU0ZpzKWYk3AMqjZWyk.jpg,"['Punch Productions', 'Touchstone Pictures', 'Hyde Park Entertainment', 'Reveal Entertainment', 'Gran Via']",['US'],9/9/2002,10011050.0,117,"['en', 'he']",Released,,Moonlight Mile,False,6.4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,345.6
False,The Hannibal Lecter Anthology,1,78000000.0,"['Crime', 'Thriller', 'Horror']",,9533,tt0289765,en,Red Dragon,"Former FBI Agent Will Graham, who was once almost killed by the savage Hannibal 'The Cannibal' Lecter, now has no choice but to face him again, as it seems Lecter is the only one who can help Graham track down a new serial killer.",2.968157,/sULs7GLEM2tqNBwE5ac5d6FRlBR.jpg,"['Universal Pictures', 'Metro-Goldwyn-Mayer (MGM)']","['DE', 'US']",9/29/2002,209196298.0,124,['en'],Released,Before the Silence.,Red Dragon,False,6.7,1142,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7651.400000000001
False,,0,15000000.0,"['Drama', 'Romance']",,21828,tt0101898,en,Flirting,"The year is 1965 and Danny Embling, is an awkward, underdeveloped teen suffering from occasional bouts of stuttering, attends an all-male boarding school in New South Wales, Australia. it has been some time since Danny has had any romantic relationship with a girl. He slowly becomes interested in Thandiwe Adjewa, a Ugandan-Kenyan-British girl attending the all-girls school across the lake.",2.076971,/nreDdDAecJBlpvOgTU1Nwxup7Cj.jpg,['Kennedy Miller Productions'],['AU'],3/20/1991,2415396.0,99,"['en', 'it']",Released,Here's to risks,Flirting,False,6.4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,140.8
False,,0,33000000.0,"['Drama', 'Romance']",,37606,tt0098575,en,Valmont,"Set in Baroque France, a scheming widow and her lover make a bet regarding the corruption of a recently married woman. The lover, Valmont, bets that he can seduce her, even though she is an honorable woman. If he wins, he can have his lover to do as he will. However, in the process of seducing the married woman, Valmont falls in love. Based on the same novel as ""Dangerous Liaisons.""",8.40852,/ez9OFvq9Ayzuwb8jroCHY2Z06Xb.jpg,"['Renn Productions', 'Timothy Burrill Productions']","['FR', 'US']",11/17/1989,1132112.0,137,['en'],Released,,Valmont,False,6.7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,335.0
False,,0,15000000.0,"['Action', 'Comedy', 'Crime']",,12719,tt0099581,en,Flashback,"A hippie radical, Huey Walker has been a fugitive for decades, accused of a crime that he may not have committed. Finally apprehended, Walker is escorted to trial by uptight 20-something FBI agent John Buckner. While the two seem to be polar opposites, it turns out that Buckner may have more in common with Walker than is initially apparent, a point that is driven home when the pair faces off against a sinister small-town sheriff.",2.1157529999999998,/z90NcGoIwy3MPOAqELVtntAFuDN.jpg,"['Paramount Pictures', '60/80 Productions']",['US'],2/2/1990,6488144.0,108,['en'],Released,A '60s radical. An uptight fed. It's gonna be a real trip!,Flashback,False,6.6,24,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,158.39999999999998
False,,0,8000000.0,"['Comedy', 'Romance']",,37964,tt0297037,en,Brown Sugar,"Sidney is a writer who's just left her L.A. Times music review gig to edit New York hip-hop magazine XXL. Dre is an executive with a hip-hop record company based in New York. They've known each other since they met as children, when both discovered hip-hop for the first time. Now that they're back together, they should be perfect for each other, except that Dre's about to marry lawyer Reese and Sidney claims not to be interested in Dre romantically. Meanwhile, Dre is growing increasingly restless with his company's focus on profit over artistry, which leads to signing the gimmicky duo Ren and Ten while ignoring the talented Chris",3.142874,/8E0BMGGneGbWLbvW9xudgAnZQkW.jpg,[],[],10/5/2002,27362712.0,109,[],Released,When did you first fall in love with hip-hop?,Brown Sugar,False,7.0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,217.0
False,,0,15000000.0,"['Crime', 'Thriller']",http://www.newline.com/properties/knockaroundguys.html,7501,tt0211465,en,Knockaround Guys,Four sons of well-known New York mobsters must retrieve a bag of cash from a small Montana town ruled by a corrupt sheriff.,6.5574259999999995,/oYqsIxxIfJMRHiNEMLzgG81brkY.jpg,['Lawrence Bender Productions'],['US'],9/7/2001,12000000.0,92,"['cs', 'en']",Released,"If they don't finish the job, their fathers will finish them.",Knockaround Guys,False,5.9,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,584.1
False,,0,15000000.0,"['Drama', 'Family', 'Fantasy', 'Romance', 'Science Fiction']",,13768,tt0283084,en,Tuck Everlasting,"Natalie Babbitt's award winning book for children comes to the screen in a lavish adaptation from Walt Disney Pictures. Winnie Foster (Alexis Bledel) is a girl in her early teens growing up in the small rural town of Winesap in 1914. Winnie's parents (Victor Garber and Amy Irving) are loving but overprotective, and Winnie longs for a life of greater freedom and adventure.",5.951492,/uKZar1lJ9U3UlM6hE6esWAGECes.jpg,['Walt Disney Pictures'],['US'],10/11/2002,19158074.0,90,"['en', 'fr']",Released,"If you could choose to live forever, would you?",Tuck Everlasting,False,6.4,133,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,851.2
False,,0,4000000.0,['Documentary'],http://www.bowlingforcolumbine.com/index.php,1430,tt0310793,en,Bowling for Columbine,"Why do 11,000 people die in America each year at the hands of gun violence? Talking heads yelling from every TV camera blame everything from Satan to video games. But are we that much different from many other countries? What sets us apart? How have we become both the master and victim of such enormous amounts of violence? This is not a film about gun control. It is a film about the fearful heart and soul of the United States, and the 280 million Americans lucky enough to have the right to a constitutionally protected Uzi. From a look at the Columbine High School security camera tapes to the home of Oscar-winning NRA President Charlton Heston, from a young man who makes homemade napalm with The Anarchist's Cookbook to the murder of a six-year-old girl by another six-year-old, Bowling for Columbine is a journey through America, through our past, hoping to discover why our pursuit of happiness is so riddled with violence.",11.393858999999999,/eQLThQmmiCyEoGDr1MdNGYOjU0M.jpg,"['Alliance Atlantis Communications', 'TiMe Film- und TV-Produktions GmbH', 'Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG', 'Dog Eat Dog Films', 'Iconolatry Productions Inc.', 'Salter Street Films International', 'United Broadcasting Inc.']",['US'],10/9/2002,35564473.0,120,['en'],Released,One nation under the gun.,Bowling for Columbine,False,7.3,467,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3409.1
False,,0,15000000.0,"['Comedy', 'Documentary']",,19973,tt0328962,en,Comedian,"A look at the work of two stand-up comics, Jerry Seinfeld and a lesser-known newcomer, detailing the effort and frustration behind putting together a successful act and career while living a life on the road.",7.938629,/qiAnsvHLePX8ZOkPGrQVI0L4LDr.jpg,[],['US'],10/25/2002,2744253.0,82,['en'],Released,Where does comedy come from?,Comedian,False,6.8,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,142.79999999999998
False,,0,25000000.0,"['Comedy', 'Drama', 'Romance']",,8051,tt0272338,en,Punch-Drunk Love,A beleaguered small-business owner gets a harmonium and embarks on a romantic journey with a mysterious woman.,6.7539690000000006,/k4pekJKEdaV2fv4S89A8GCV7u7Y.jpg,"['Columbia Pictures', 'New Line Cinema', 'Ghoulardi Film Company']",['US'],10/25/2002,17000000.0,95,['en'],Released,,Punch-Drunk Love,False,6.9,542,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3739.8
False,,0,25000000.0,"['Drama', 'Mystery', 'Thriller']",,15992,tt0267248,en,Abandon,"A psychological thriller about a senior at one of America's most prestigious universities. Under enormous pressure to complete her thesis and earn a top job at one of the world's most competitive consulting firms, Katie is still coping with the sudden unexplained disappearance of her first love two years prior. As the investigation continues, Katie is forced to choose between past passions and new possibilities, even as new facts are uncovered.",3.485213,/boUVtx1o57qsy9rkdXxI4ExHLnP.jpg,"['Paramount Pictures', 'Spyglass Entertainment', 'Touchstone Pictures']","['AU', 'US']",10/14/2002,10719357.0,99,"['it', 'en']",Released,Watch who you leave behind.,Abandon,False,4.6,45,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,206.99999999999997
False,The Ring Collection,1,48000000.0,"['Horror', 'Mystery']",,565,tt0298130,en,The Ring,"It sounded like just another urban legend: A videotape filled with nightmarish images, leading to a phone call foretelling the viewer's death in exactly seven days. As a newspaper reporter, Rachel Keller was naturally skeptical of the story, until four teenagers all met with mysterious deaths exactly one week after watching just such a tape. Allowing her investigative curiosity to get the better of her, Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring.",13.740965,/zHJFdhqEXZJxG653oZvOM3PmNON.jpg,"['DreamWorks SKG', 'BenderSpink', 'Parkes+MacDonald Image Nation']","['JP', 'US']",10/18/2002,249348933.0,115,['en'],Released,"Before you die, you see",The Ring,False,6.5,1720,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11180.0
False,,0,7000000.0,"['Drama', 'Crime']",,14112,tt0298744,en,Auto Focus,"A successful TV star during the 1960s, former ""Hogan's Heroes"" actor Bob Crane projects a wholesome family-man image, but this front masks his persona as a sex addict who records and photographs his many encounters with women, often with the help of his seedy friend, John Henry Carpenter. This biographical drama reveals how Crane's double life takes its toll on him and his family, and ultimately contributes to his death",7.936578,/9Zharuwc4DK5UuqoMN7Y2vZjdWn.jpg,"['Sony Pictures Classics', 'Propaganda Films', 'Good Machine']",['US'],10/18/2002,2062066.0,104,['en'],Released,A day without sex is a day wasted.,Auto Focus,False,6.1,56,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,341.59999999999997
False,Friday the 13th Collection,1,3000000.0,"['Fantasy', 'Horror', 'Thriller']",,10285,tt0107254,en,Jason Goes to Hell: The Final Friday,"Jason Voorhees, the living, breathing essence of evil, is back for one fierce, final fling! Tracked down and blown to bits by a special FBI task force, everyone now assumes that he's finally dead. But everybody assumes wrong. Jason has been reborn with the bone-chilling ability to assume the identity of anyone he touches. The terrifying truth is that he could be anywhere, or anybody. In this shocking, blood-soaked finale to Jason's carnage-ridden reign of terror, the horrible secret of his unstoppable killing instinct is finally revealed.",9.223325,/8yLdCrD1Eh6eoGTIIQ4jNBFLkUb.jpg,"['New Line Cinema', 'Sean S. Cunningham Films']",['US'],8/13/1993,15938065.0,87,['en'],Released,Evil has finally found a home.,Jason Goes to Hell: The Final Friday,False,4.2,197,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,827.4000000000001
False,Saturday Night Fever Collection,1,3500000.0,"['Drama', 'Music']",,11009,tt0076666,en,Saturday Night Fever,"Tony Manero is a Brooklyn paint-store clerk who'd give anything to break out of his dead-end existence. In life, Tony is a peasant; on the disco dance floor, he's a king. As the soundtrack plays one Bee Gees hit after another, white-suited Tony struts his stuff amidst flashing lights and sweaty, undulating bodies. Tony's class aspirations are mirrored in his relationship with his dance partner, a secretary eager to move into the glamorous world of Manhattan.",13.657204,/uC0GIPI54UiqrIQsnq6C0qXSIwp.jpg,"['Paramount Pictures', 'Robert Stigwood Organization (RSO)']",['US'],12/16/1977,237113184.0,118,"['en', 'it']",Released,Catch it,Saturday Night Fever,False,6.5,383,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2489.5
False,Saturday Night Fever Collection,1,22000000.0,"['Drama', 'Action', 'Music', 'Romance']",,10805,tt0086361,en,Staying Alive,It's five years later and Tony Manero's Saturday Night Fever is still burning. Now he's strutting toward his biggest challenger yet - making it as a dancer on the Broadway stage.,4.860672,/pZS3K6My4UDwVzwTkEpAo0JXjZt.jpg,['Paramount Pictures'],['US'],7/11/1983,64892670.0,93,"['en', 'es']",Released,Tony Manero knows the old days are over – But nobody's gonna tell him he can't feel that good again,Staying Alive,False,4.7,93,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,437.1
False,,0,20000000.0,"['Action', 'Adventure', 'Drama', 'Thriller']",,47942,tt0081747,en,When Time Ran Out...,An active volcano threatens a south Pacific island resort and its guests as a power struggle ensues between the property's developer and a drilling foreman.,2.284384,/8HhS57TsCKU8QxPHgFMLw8gG3eW.jpg,"['Warner Bros.', 'International Cinema']",['US'],3/28/1980,3763988.0,121,['en'],Released,Caught in a game of power. Playing time: 24 hours. Prizes: Untold wealth. Rules: None.,When Time Ran Out...,False,7.0,22,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,154.0
False,,0,15000000.0,['Comedy'],,33076,tt0081751,en,Wholly Moses,"Harvey and Zoey, two tourists in Israel, discover an ancient scroll about Herschel, the man who was almost Moses. Herschel receives the command from God to free his people from slavery, but Moses keeps getting all the credit.",9.389486,/v5sKWpR25dgfDw4QnecSlCEusgF.jpg,[],[],6/13/1980,14155617.0,103,['en'],Released,,Wholly Moses,False,4.9,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0
False,,0,20000000.0,"['Fantasy', 'Music', 'Romance']",,15668,tt0081777,en,Xanadu,A beautiful muse inspires an artist and his older friend to convert a dilapidated auditorium into a lavish rollerskating club.,3.782547,/wc3dC8DrI6qgD5sQlIkbjU7wcaS.jpg,['Universal Pictures'],['US'],8/8/1980,22471595.0,96,['en'],Released,"A Fantasy, A Musical, A Place Where Dreams Come True.",Xanadu,False,5.2,62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,322.40000000000003
False,,0,12000000.0,"['Drama', 'Romance', 'Thriller']",,19429,tt0081974,en,Absence of Malice,"A prosecutor leaks a false story that liquor warehouse owner Michael Gallagher is involved in the murder of a union head, and as newspaper reporter Megan Carter picks up the story and attempts to find the real truth, Gallagher's life begins to unravel.",3.2159400000000002,/AuxBNTIo86c7DhM68947wadUkrG.jpg,"['Columbia Pictures Corporation', 'Mirage Enterprises']",['US'],12/18/1981,40716963.0,116,"['en', 'de']",Released,Suppose you picked up this morning's newspaper and your life was a front page headline... and everything they said was accurate... but none of it was true.,Absence of Malice,False,6.8,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,285.59999999999997
False,,0,15000000.0,"['Comedy', 'Romance']",,140413,tt0082001,en,All Night Long,"Executive George Dupler loses his temper and is demoted to the night manager at a 24 hour drugstore. After he suggests to his teenage son Freddie that he stop having an affair with suburban housewife Cheryl Gibbons, who is a distant cousin, Cheryl tries to seduce George. At home, in front of his mother, Freddie accuses his dad of stealing his girl, because he found Cheryl serving George a meal in the middle of the night, while her husband Bobby was on duty at the fire station. George then separates from his wife Helen, quits his job, moves into a warehouse, and asks Cheryl to move in with him",0.708186,/4ieEU1iEiqg4FtUW5pV78ffuCmB.jpg,['Universal Pictures'],['US'],3/6/1981,10000000.0,87,['en'],Released,She's got a way with men. And she's getting away with it...,All Night Long,False,7.3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21.9
